,tweet,sentiment
628,RT @heirsinhope: Michelle Bachmann on killing the bill http://bit.ly/cfkSPH Watch & RT Plz #hcr #ObamaCare #tcot - She's amazing!,positive
629,ATTN: @Keet4Arkansas  RT @StefaniBuhajla Idaho Gov. signs law against health care overhaul: http://bit.ly/dCiMg4 #HCR @AFPArkansas,neutral
630,"Under Pressure. Call/Fax Rep. Marion Berry, Arkansas 1st http://thegrassrootsamerican.com/?p=438 #arkansas #healthcare #hcr",neutral
631,RT @RepMikePence: [VIDEO] Bottom line: ObamaCare 2.0 is a Govt Takeover of Health Care http://ow.ly/1emof #tcot #healthcare #handsoff #hcr,negative
632,#whatdoyoucallit when our government ignores the wishes of over 70% of the country? #tcot #tlot #ocra #hcr #hhrs #sgp #p2 #oathkeepers #FBO,negative
633,"STOP OBAMA CARE, TARGET=VOTE OUT 12 VULNERABLE DEMS John Spratt (202) 225-5501 (803)327-1114#killthebill OR ELSE! #hcr",negative
634,RT @LiliaEP: America needs Obamacare like Nancy Pelosi needs a Halloween mask. #tcot #tlot #teaparty #hcr #hc #gop #sgp,negative
635,RT @examinerpolitic: Poll: Voting for Senate bill is suicide for pro-life House Dems http://goo.gl/fb/DP9W #hcr,negative
636,Is trading judgeship for HC vote an impeachable offense? It might be. #hcr #tcot #tlot #iamthemob #vrwc,negative
637,The Republican Sprint Away From Sanity http://bit.ly/btqlOM #p2 #hcr,negative
638,"The more Obama talks about Obamacare, the more unpopular it becomes (video): http://bit.ly/azj4Go v#tcot #hcr #gop #handsoff",negative
639,GOP: Is Fear All They Have Left? #p2 #tcot #hcr:  http://bit.ly/aCsSee,negative
640,"The liberals are asking us to give Obama time. We agree, and think 25 to life would be appropriate. #tcot #tlot #teaparty #Obamacare #hcr",negative
641,Dems want to ram #HCR thru by Easter.  http://bit.ly/a8bRlN #tcot #ocra #sgp #tlot #hhrs #teaparty #ampat #tyranny,negative
642,"My health ins premiums up %50 over past 2 years, AND they cut my benefits. We need #hcr NOW. So #PasstheDamnBill already!",negative
643,Pelosi's task: Preaching to unconverted on health vote: http://www.awesomecapital.com #hcr http://tinyurl.com/yl22v9r,neutral
644,Latest from @Beaufort_TParty More Insanity from Obamacare. Good read.  http://bit.ly/cc13Nc #tcot #hcra #ocra #sgp #tlot #hhrs,positive
645,ICYMI:  Great new site on the ''Code Red'' on Obama's #HCR takeover: NRCC.org/CodeRed/  - be sure to use the #gopcodered hash tag!  #TCOT #SGP,positive
646,Maybe no health care bill vote by Easter http://bit.ly/bbFVzm #hcr #tcot #tlot #hhrs #ucot #ocra #liberty #patriot #teaparty,positive
647,RT @mat: Best #HCR argument yet: Urolagnia enthusiast radio host Rush Limbaugh vowed to abandon the USA if it passes: http://bit.ly/ajCc4S,positive
648,Now more than 9 million #OFA hrs pledged to fight for Reps who fight for #HCR http://bit.ly/cGIyBg #p2,positive
649,Great cartoon about the GOP's ''plan'' for 2010... http://bit.ly/bz9R1G #p2 #hcr,negative
650,Palin said her day job was in journalism? I thought she was working for Fox news. #p2 #hcr #ACORN,negative
651,Obama Now Selling Judgeships for Health Care Votes? http://is.gd/9DxQL #tcot #hcr #utpol #c4l #yal (via @nathancoffey),negative
652,US News & World Report: Obama opposed reconciliation b4 he supported it. #hcr #tcot #sgp http://bit.ly/cMTZMJ,negative
653,Palin and entourage `like locusts' at Oscar gift benefit: Former Alaska Gov. Sarah Palin can't get enough o... http://bit.ly/9WcZFQ raw #US,negative
654,RT @tlw3: Tsunami Alert! GOP to Unleash Huge Wave of Robocalls Today Against Health Care Vote http://bit.ly/aAEZY4 #hcr #hcs #p2 #tcot,negative
655,"Sen. Gregg suggests Obama may renege on fixing Senate health bill, jamming House Dems http://bit.ly/b8iGM3 #hcr",negative
656,"College kids reportedly celebrated MD's win over Duke by setting fires and throwing rocks, but how do we know it wasn't an #HCR rally?",negative
657,They Said It: Durbin Admits Health Bill Will ``Cut Hundreds Of Billions Of Dollars Out Of Medicare'' http://bit.ly/aHYhN5 #tcot #hcr,negative
658,Tickle Me Blue: GOP Running Scared and Here's the Proof http://bit.ly/dA6Til   #P2 #HIR #HCR,negative
659,RT @JackDeTate: The republicans will not go quietly on anything. They need to be drowned out by the will of the public. #p2 #hcr,negative
660,Principled Divide! | RT @ThadMcCotter ''Floor Remarks in Response 2 Pres. Obama's ShamWoW Summit...''- http://tiny.cc/iiswl #HCR @krauthammer,negative
661,Both #GlennBeck and #Rush pointed out that Obama wore a PURPLE tie at the #hc appearance yesterday. Was it a 'wink' to SEIU? #tcot #hcr #sgp,negative
662,The US ppl are against the proc so far and the lies about the bill. Passing a good #hcr will leave the process behind and destroy the lies,positive
663,"POTUS: ''If it's good enough for members of Congress, it's good enough for the ppl that pay their salaries'' #hcr #p2",positive
664,Pass The Bill:  Video of Obama's Speech Wed. on the final push for #HCR. http://bit.ly/dessUA #P2,positive
665,We need TRUE #HCR. Call Sen.Harkin 202-224-3254 and tell him to support the #PublicOption thru Reconcilition. #topprog,positive
666,#daRockObama gives #Congress marching orders #HCR in 2 weeks. http://tinyurl.com/yb97xzf #tcot #p2,positive
667,Take the poll! RT @Karoli \nGo tell Fox News we need to get #hcr done http://bit.ly/dhbxCd #p2 #lpc,positive
668,Is your Rep wavering on #HCR? Pick up the phone & remind them it'll kick in THIS YEAR! #p2,positive
669,SHOQ's FAQ ON HEALTH CARE REFORM.  Each site tells a story.  Pass it on. http://bit.ly/HealthCareFAQ #hcr #gopcodered,positive
670,The Weekly Standard: http://bit.ly/d3YECl 6 named to Death Panel #hcr #tcot #wreckoncilliation,negative
671,"If you can't see Sen Barrasso vs Rick Sanchez right now on CNN, you must watch this later. Beatdown on ObamaCare. #tcot #hcr",negative
672,RT @hrakane: RT @jilevin: A guide to debunking Republican talking points on health care reform. http://bit.ly/d1VDlw #p2 #topprogs  #hcr,negative
673,"Fact-checking the president's all rhetoric, no reality, #healthcare speech: http://bit.ly/ckkMG4 #hcr #tcot",negative
674,RT @afashionfan: Mark Levin: What has been passed by reconciliation can be repealed by reconciliation! #hcr #tcot #teaparty,negative
675,"RT @Marnus3: So if reconciliation will be so disastrous for democrats, why are the republicans so hysterical about it? #p2 #hcr #ACORN",negative
676,RT @GayPatriot: Obama Now Selling Judgeships for Health Care Votes? :: http://is.gd/9DDZU #tcot #tlot #hcr  #Corrupt (via @AmeriKeith),negative
677,Do you contribute to mutual funds with holdings that use your money to lobby against you? #eco #GMO #Monsanto #IRA #401k #hcr #pharma,negative
678,U.S. is only major nation without universal health care as a means of achieving a social justice. Bill Moyers #p2 #hcr  #gopcodered,negative
679,Is Obama Selling Judgeships for Health Care Votes? Michele Bachmann is asking tough questions: http://is.gd/9ElpI #tcot #hcr,negative
680,Senate Dems To House Dems: Reconciliation For Health Care Fix ``Never Been Tested Before'' http://bit.ly/9OPUUo #tcot #hcr,neutral
681,McConnell: ''Every Republican will be campaigning to repeal it.'' #hcr (via @JeffreyYoung_HC),neutral
682,"RT @healthaccess RT @chucktodd: WH swears POTUS just made his last, last pitch for #hcr. Am told ''Easter or bust'' is not an unfair deadline.",neutral
683,RT @lovesliberty: RT @JosephAGallant: McConnell: ''Every Republican will be campaigning to repeal it.'' #hcr,neutral
684,Daily Caller: ''@SenAlexander: reconciliation would prompt 'instant movement to repeal the law''' http://bit.ly/capY3O #tcot #hcr,neutral
685,"RT @slackadjuster: RT @EzKool: CBO Says the more robust a Public Option is,the more impact thr is on deficit reduction #p2 #tcot #hcr",neutral
686,@senjohnmccain What exactly about reconciliation do you object to?  http://bit.ly/d5DoXK #p2 #hcr,positive
687,Email Senator Tester http://tester.senate.gov/ and tell him to pass the #publicoption through #reconciliation. #hcr,positive
688,We need TRUE #HCR. Call Sen.Bayh 202-224-5623 and tell him to support the #PublicOption thru Reconcilition. #p2,positive
689,@southerntalker  Stupak will NEVER vote for #HCR. He's a C-Street guy remember?,negative
690,"POTUS telegraphed it loud and clear, they will be using reconciliation to jam #hcr thru. Will there be riots or whimpers? #tcot",negative
691,"RT @MarinaGipps: We are way too far to the Right.  I love my country...but Canada is more normal. #hcrsummit ||yes,  it sure is!",negative
692,"Of every $ spent on health care, just 13 cents is paid for by the person actually consuming the services http://bit.ly/d7eY8o #hcr",negative
693,"Best health system in world? Bullshit! Heart disease deaths per 100,000, US=107 v FRANCE=40 (WHO). #hcr #rsc",negative
694,Best Health System in World? Bullshit! How many did not get prescription filled? US=39% v UK=8%. http://bit.ly/aEfiWj #hcr #RSC,negative
695,Real issue in #HCR is a moral divide: Ppl on the right go apoplectic at the thought of paying for health care for the poor. Period. #p2 #rcs,negative
696,RT @thejoshuablog: RT @OurFuturedotorg Sen Bunning Literally Gives Finger To America. Here's How To Fight Back http://bit.ly/cIge0S #p2 #rsc,negative
697,RT @DavidCornDC: @SenJohnMcCain's very specific hypocrisy re: reconciliation and #HCR: http://bit.ly/buLD2A | #p2 #tcot,negative
698,history will remember obama as the guy who wasted 4 years trying to pass #HCR while the US #economy flatlined #tcot #p2 #wethepeople,negative
699,Even Warren Buffet is telling President Obama to scrap his #healthcare bill and #startover #hcr #tcot http://bit.ly/9XVXAB,negative
700,BREAKING: Ann Coulter's adam's apple has been issued it's own area code: 666. #p2 #hcr @myen,negative
701,On @mediaite : Robert Gibbs Says No Looking Back on Secret Health Care Meetings http://bit.ly/azRDph #p2 #tcot #hcr,neutral
702,More on Biden CAN OVER-RULE the parliamentarian http://bit.ly/bxh3J8 #tcot #hcr #sgp #tlot #ucot #hhrs #ampat #liberty #patriot #rsrh,neutral
703,Reconciliation is not ''nuclear option''  Maddow http://bit.ly/aetyI4 #p2 #hcr #coffeeparty,neutral
704,Politico and The Daily Beast post contradictory headlines re: #hcr: http://ow.ly/1cUbD // http://ow.ly/1cUcM,neutral
705,If Jesus came back and saw that the U.S. government was spending billions of dollars to cure the sick... I think he'd be cool with it.  #hcr,positive
706,RT @AlinskyDefeater: Thank you @reppaulryan for bringing common sense & fiscal responsibility to the #HCR debate. #ocra #tcot,positive
707,Imagine a world in which the media separated talking points from truth as a service to it's viewers. #p2 #hcr cc .@nbc,negative
708,GOP must vow repeal if Obamacare passes http://is.gd/9te3t #tcot #hcr #handsoff,negative
709,McConnell: our plan is for #hcr not to come to the Senate and for it to be defeated in the House in the next few days.,negative
710,RT @michellemalkin: Boehner: ''It's not too late 4 American ppl to speak up & make it clear they don't like this; yell a little louder.'' #hcr,negative
711,RT @michellemalkin: Boehner: ''It's not too late 4 American ppl to speak up & make it clear they don't like this...Yell a little louder'' #hcr,negative
712,"Just in: CBO est of #hcr rise to $940B, well above $800B target, less than $1+ Tr rumored. Don't believe those ''savings'' est in 10-20 yrs.",negative
713,RT @BrentTeichman: @gretawire calls out the absolute fantasy that is the CBO #hcr score: http://fxn.ws/9loucO #tcot #sgp,negative
714,La Raza still doesn't like #hcr http://is.gd/aNn68,negative
715,"Ignoring Public Consensus, Back Room Deals, Kickbacks, Threats, Earmark Bribes = Obama Admin Most Corrupt since Nixon. #hcr @michellemalkin",negative
716,I BEG U: GET THERE RT @TombstoneBadBob RT @reimagin: AMERICA U MUST STAND UNITED - CONVERGE on DC THIS SAT-#KILLTHEBILL #HCR #TCOT #gop,negative
717,"The GOP was never going to cooperate with THIS president on anything, that will not change when #hcr passes. #p2 #PTDB #OFA",positive
718,"#hcr bill ''is most signfcnt effort at deficit reductn since 93 budget. If this doesn't sway Dem holdouts, nthng will.'' http://bit.ly/c0jRH3",positive
719,"Obama to continue outreach, armtwisting and jawboning in search of Dem votes for #HCR bill. So far he's met or spoken with a couple dozen.",neutral
720,Dems get the CBO seal of approval; #healthreform is ''biggest deficit reduction act in 25 yrs'' http://bit.ly/9PcIIn #hcr #poiltics,positive
721,CBO says health bill would cut deficit by $100 billion #hcr http://nyti.ms/bDqJNE,neutral
722,RT @jcohntnr: Dems get CBO seal of approval; #healthreform is ''biggest deficit reduction act in 25 yrs'' http://bit.ly/9PcIIn #hcr #p2 #tcot,positive
723,"RT @HealthReformNow: CBO #s: Cuts deficit by more than $130B in 1st 10 years(2010-19), $1.2 trillion in 2nd 10 yrs #hcr",positive
724,"If vote is Sunday, looks like they have the votes? #hcr #tcot",positive
725,CBO says #hcr reduces deficit by $130 billion over first 10 years and $1.2 trillion in the second 10 years. http://tinyurl.com/yjabetn #fb,positive
726,RT @JeffreyYoung_HC ''Check out a leaked summary of the #hcr reconciliation bill: http://twitdoc.com/c/byeqqk'',neutral
727,RT @senatus: Check out a leaked summary of the #hcr reconciliation bill:  http://twitdoc.com/c/byeqqk (via @JeffreyYoung_HC),neutral
728,Pls RT Fmr US SurgeonGenl C.EverettKoop warns #seniors about #ObamaCare http://bit.ly/91W6Nd #hcr @GlennBeck @seanhannity,negative
729,Pelosi's holding the line against anti-choice Democrats. Tell Hoyer not to team up with Stupak. #hcr #underthebus (via @WomensMediaCntr),positive
730,Sebelius provides no answer about the #hcr bill providing 6 years of benefits w/ 10 years revenue on This Week. #ocra #tcot,negative
731,"RT @stunetii: #ItsNotOkay that b/w 1995-2009, 24,400 Floridian adults died due 2 lack of health coverage. http://digg.com/d31KAAC?t #hcr",positive
732,"Meet Depressed, My Take http://is.gd/9U0Dq #p2 #hcr #MeetDepressed cc .@DavidGregory .@BetsyMTP",negative
733,Tell @SenatorTomUdall #ItsNotOkay to have 47 million uninsured with no #PublicOption http://act.ly/1r6 RT to sign #actly #hcr,positive
734,#GOP's #RonaldReagan on #Homelessness - Many Choose to Live in the Streets http://nyti.ms/dstZ8H #hcr #tlot #p2,negative
735,Poll: Reconciliation is just fine with most Americans http://bit.ly/cGf50k // #hcr now! RT @shadowfax_rulz #p2,positive
736,My latest on @redstate This is real reason why there was no Senate-House conference on #HCR http://bit.ly/cVo5QS @ewerickson #tcot #rs #rsrh,negative
737,#Reconciliation can be used to find savings Sen. #RobertByrd http://bit.ly/djEoq9 #hcr #tlot #p2,positive
738,Final push for #HCR--will the left fight for it as hard as the right fights against it? http://bit.ly/a3A0Me #healthreform #politics,positive
739,"In an hour, Obama will call out Goldman Sachs-slightly-for working with ins. firms jacking up premiums. 1st time O has criticized GS? #hcr",neutral
740,"RT @redinbleustate: RT @jeffemanuel: Why can't Massa pull a Nathan Deal, and stick around until after the vote? #hcr",positive
741,"PLEASE Contact the 111th Congress : http://tinyurl.com/yk586hs Call, Email, Fax #tcot #hcr #handsoff",negative
742,RT @RussertXM_NBC: Massa timeline: Wed: Cancer. Thu: Salty Language. Fri: I'm guilty. Mon: consp to oust me for #hcr. Tues: On Glenn Beck.,negative
743,RT @RussertXM_NBC: Massa timeline: Wed: Cancer. Thu: Salty Language. Fri: I'm guilty. Mon: consp to oust me for #hcr. Tues: On Glenn Beck.,negative
744,55% of Americans want Congress to scrap current health care legislation & START OVER http://bit.ly/5qDm63 #tcot #hcr #teaparty #letmebeclear,negative
745,Buckley: Scrap the Health-Care Bill! http://bit.ly/d4G4no? #tcot #sgp #hcr #hhrs #tlot #liberty #ocra #ucot #ampat #patriot #teaparty,negative
